queries
"INSERT INTO CEM_FEMALE_VICTIM_DAYS VALUES(132024,3,301,30101,'2020-01-08',2,0,0,1,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0);"
"INSERT INTO CEM_FEMALE_VICTIM_DAYS VALUES(132025,3,301,30101,'2020-01-10',0,0,0,4,0,1,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0);"
"INSERT INTO CEM_FEMALE_VICTIM_DAYS VALUES(132026,3,301,30101,'2020-01-13',0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0);"
"INSERT INTO CEM_FEMALE_VICTIM_DAYS VALUES(132027,3,301,30101,'2020-01-14',0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0);"
"INSERT INTO CEM_FEMALE_VICTIM_DAYS VALUES(132028,3,301,30101,'2020-01-15',0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0);"
"INSERT INTO CEM_FEMALE_VICTIM_DAYS VALUES(132029,3,301,30101,'2020-01-17',2,1,0,1,1,0,1,0,0,1,2,0,1,2,1,0,0,0,0,0,0);"
"INSERT INTO CEM_FEMALE_VICTIM_DAYS VALUES(132030,3,301,30101,'2020-01-20',1,1,0,4,3,0,0,0,0,3,3,0,2,3,1,3,0,0,0,0,0);"
"INSERT INTO CEM_FEMALE_VICTIM_DAYS VALUES(132031,3,301,30101,'2020-01-23',0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0);"
"INSERT INTO CEM_FEMALE_VICTIM_DAYS VALUES(132032,3,301,30101,'2020-01-27',1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0);"
"INSERT INTO CEM_FEMALE_VICTIM_DAYS VALUES(132033,3,301,30101,'2020-01-30',0,0,0,2,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0);"
"INSERT INTO CEM_FEMALE_VICTIM_DAYS VALUES(132034,3,301,30101,'2020-01-31',1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0);"
"INSERT INTO CEM_FEMALE_VICTIM_DAYS VALUES(132035,3,301,30101,'2020-02-06',0,1,0,2,0,0,0,0,0,1,2,0,0,3,0,1,0,0,0,0,0);"
"INSERT INTO CEM_FEMALE_VICTIM_DAYS VALUES(132036,3,301,30101,'2020-02-07',2,0,0,2,2,0,0,0,0,1,3,0,2,2,0,0,1,0,0,0,0);"
"INSERT INTO CEM_FEMALE_VICTIM_DAYS VALUES(132037,3,301,30101,'2020-02-10',1,0,0,2,0,0,0,0,0,2,1,0,0,3,0,1,0,0,0,0,0);"
"INSERT INTO CEM_FEMALE_VICTIM_DAYS VALUES(132038,3,301,30101,'2020-02-11',2,0,0,1,0,0,0,0,0,1,2,0,0,3,0,0,0,0,1,0,0);"
