queries
"INSERT INTO CEM_2020_MALE_VICTIM_WEEKS VALUES(0,3,301,30101,159,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0);"
"INSERT INTO CEM_2020_MALE_VICTIM_WEEKS VALUES(1,3,301,30101,161,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0);"
"INSERT INTO CEM_2020_MALE_VICTIM_WEEKS VALUES(2,3,301,30101,163,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0);"
"INSERT INTO CEM_2020_MALE_VICTIM_WEEKS VALUES(3,3,301,30101,166,3,0,0,4,1,2,2,1,0,0,2,0,5,2,0,0,0,0,0,0,0);"
"INSERT INTO CEM_2020_MALE_VICTIM_WEEKS VALUES(4,3,301,30101,167,2,0,0,2,3,0,3,0,0,0,1,0,4,0,0,1,0,0,0,0,0);"
"INSERT INTO CEM_2020_MALE_VICTIM_WEEKS VALUES(5,3,301,30101,184,0,0,0,3,0,0,0,1,0,0,2,0,3,0,0,1,0,0,0,0,0);"
"INSERT INTO CEM_2020_MALE_VICTIM_WEEKS VALUES(6,3,301,30101,185,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0);"
"INSERT INTO CEM_2020_MALE_VICTIM_WEEKS VALUES(7,3,301,30101,197,3,0,0,2,1,1,1,0,0,0,2,1,4,1,0,0,0,0,0,0,0);"
"INSERT INTO CEM_2020_MALE_VICTIM_WEEKS VALUES(8,3,301,30101,200,2,0,0,4,1,0,4,0,0,0,1,1,5,1,0,1,0,0,0,0,0);"
"INSERT INTO CEM_2020_MALE_VICTIM_WEEKS VALUES(9,3,301,30101,158,1,0,0,3,1,0,2,0,0,0,2,0,2,2,0,0,0,0,0,0,0);"
"INSERT INTO CEM_2020_MALE_VICTIM_WEEKS VALUES(10,3,301,30101,165,1,0,0,1,0,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0);"
"INSERT INTO CEM_2020_MALE_VICTIM_WEEKS VALUES(11,3,301,30101,186,1,0,0,1,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0);"
"INSERT INTO CEM_2020_MALE_VICTIM_WEEKS VALUES(12,3,301,30101,187,0,0,0,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0);"
"INSERT INTO CEM_2020_MALE_VICTIM_WEEKS VALUES(13,3,301,30101,198,3,0,0,3,3,0,0,0,1,1,4,0,6,0,0,2,1,0,0,0,0);"
"INSERT INTO CEM_2020_MALE_VICTIM_WEEKS VALUES(14,3,301,30101,199,1,0,0,5,2,2,0,0,1,0,2,1,5,1,0,2,0,0,0,0,0);"
"INSERT INTO CEM_2020_MALE_VICTIM_WEEKS VALUES(15,3,301,30101,201,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0);"
"INSERT INTO CEM_2020_MALE_VICTIM_WEEKS VALUES(16,3,301,30101,202,3,0,0,4,2,1,2,1,0,1,1,1,7,0,0,1,0,0,0,0,0);"
"INSERT INTO CEM_2020_MALE_VICTIM_WEEKS VALUES(17,3,301,30101,203,2,0,0,2,1,1,2,0,0,1,0,0,4,0,0,1,0,0,0,0,0);"
"INSERT INTO CEM_2020_MALE_VICTIM_WEEKS VALUES(18,3,301,30101,204,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0);"
"INSERT INTO CEM_2020_MALE_VICTIM_WEEKS VALUES(19,3,301,30101,206,2,0,0,1,0,0,1,2,0,0,0,0,3,0,0,2,0,0,0,0,0);"
"INSERT INTO CEM_2020_MALE_VICTIM_WEEKS VALUES(20,3,301,30101,207,3,0,0,0,0,1,1,0,0,1,0,0,3,0,0,1,0,0,0,0,0);"
"INSERT INTO CEM_2020_MALE_VICTIM_WEEKS VALUES(21,9,902,90201,166,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0);"
"INSERT INTO CEM_2020_MALE_VICTIM_WEEKS VALUES(22,9,902,90201,167,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0);"
